5951,49333,Batman: The Ultimate Evil. ,2,DC. ,1,1,3.5,,
5952,68892,Batman Subtitle: The Widening Gyre Author: Kevin Smith  Format: Trade Paperback ,\N,null,\N,1,13.5,,
5953,62128,Batman: The Widening Gyre. ,1,DC. ,1,1,2.5,,
5954,62120,Batman: The Widening Gyre. ,2,DC. ,1,1,2.5,,
5955,60997,Batman: The Widening Gyre. ,2A. ,DC. ,1,1,5,,
5956,61804,Batman: The Widening Gyre. ,3,DC. ,1,1,2.5,,
5957,62851,Batman: The Widening Gyre. ,4,DC. ,1. …,1,2.5,,
5958,62417,Batman: The Widening Gyre. ,4A. ,DC. ,1. Gene Ha Variant…,1,5,,
5959,65959,Batman: The Widening Gyre. ,5,DC. ,1. …,1,2.5,,
5960,65961,Batman: The Widening Gyre. ,6,DC. ,1. …,1,4,,
5961,33116,Batman: The World's Finest Comics Archives 2,\N,\N,\N,1,37.95,,
5962,62149,Batman: The Wrath,\N,\N,\N,1,13.5,,
5963,32998,Batman: Thrillkiller,\N,\N,\N,1,9.99,,
5964,45705,Batman: Turning Points. ,1,DC. ,1,1,2,,
5965,14563,Batman: Turning Points. ,2,DC. ,1,1,2,,
5966,14564,Batman: Turning Points. ,3,DC. ,1,1,2,,
5967,14565,Batman: Turning Points. ,4,DC. ,1,1,2,,
5968,68973,Batman: Turning Points. ,5,DC. ,1,1,2,,
5969,51417,Batman: Two-Face - Crime and Punishment. ,1,DC. ,1,1,3,,
5970,59533,Batman: Two-Face And Scarecrow Subtitle: Year One Author: Various Format: Trade Paperback ,\N,null,\N,1,14.99,,
5971,73141,Batman: Two-Face Year One. ,1,DC. ,1,1,4,,
5972,73142,Batman: Two-Face Year One. ,2,DC. ,1,1,4,,
5973,56607,Batman: Under the Hood Vol 2.,\N,\N,\N,1,6.5,,
5974,45724,Batman: Legends of the.. ,1,DC. ,1,1,2.5,,
5975,45725,Batman: Legends of the. ,2,DC. ,1,1,2.5,,
5976,45726,Batman: Legends of the. ,3,DC. ,1,1,2.5,,
5977,39162,Batman: Vengeance of Bane II. ,1,DC. ,1,1,2.5,,
5978,72488,Batman: Vengeance of Bane II. ,1,DC. ,1,1,4.5,,
5979,32900,Batman: War Drums,\N,\N,\N,1,11.99,,
5980,54001,Batman: Year 100. ,1,DC. ,1,1,4,,
5981,32690,Batman: Year One,\N,\N,\N,1,10.99,,
5982,46020,Batman:Cataclysm,\N,\N,\N,1,12.99,,
5983,46587,Batman:Ego and Other Tales,\N,\N,\N,1,11.99,,
5984,14540,Batman:Haunted Gotham.,1,DC.,1,1,3.5,,
5985,59602,Batman:Secret Files & Origins Page 24,\N,\N,\N,1,150,,
5986,32939,Batman:The Ankh 2,\N,\N,\N,1,4.5,,
5987,61155,Battle Angel Alita 2 of 9: Tears of an Angel Author: Yukito Kishiro Format: Trade Paperback ,\N,null,\N,1,11.5,,
5988,63861,Battle Angel Alita. ,1,Viz. ,5,1,1.5,,
5989,63862,Battle Angel Alita. ,2,Viz. ,5,1,1.5,,
5990,63863,Battle Angel Alita. ,3,Viz. ,5,1,1.5,,
5991,44073,Battle Angel Alita: Last Order Vol 6,\N,\N,\N,1,5.5,,
5992,44071,Battle Angel Alita: Last Order Vol 8,\N,\N,\N,1,6.5,,
5993,74764,Battle Beasts. ,1,IDW. ,1,1,3,,
5994,64473,Battle Chasers. ,1A. ,Image. ,1,1,6,,
5995,13413,Battle Chasers. ,3,Image. ,1,1,4,,
5996,31925,Battle Chasers.,1,Image.,2,1,5,,
5997,31926,Battle Chasers.,2,Image.,2,1,2,,
5998,31928,Battle Chasers.,3,Image.,2,1,2,,
5999,5336,Battle Gods: Warriors of the Chaak. ,6,Dark Horse. ,1,1,2,,
6000,5358,Battle Gods: Warriors of the Chaak. ,7,Dark Horse. ,1,1,2,,
6001,5369,Battle Gods: Warriors of the Chaak. ,8,Dark Horse. ,1,1,2,,
6002,5391,Battle Gods: Warriors of the Chaak. ,9,Dark Horse. ,1,1,2,,
6003,19563,Battle Hym.,3,Image.,1,1,2,,
6004,21573,Battle Hymn. ,1,Image. ,1,1,2.2,,
6005,63864,Battle Hymn. ,2,Image. ,1,1,2.2,,
6006,63865,Battle Hymn. ,3,Image. ,1,1,2.2,,
6007,38505,Battle Hymn. ,4,Image. ,1,1,2.2,,
6008,33128,Battle Hymn: Farewell to the First Golden Age,\N,\N,\N,1,9.99,,
6009,33030,Battle of the Bands: Backstage Pass,\N,\N,\N,1,8.99,,
6010,34029,Battle of the Planets (Animation Variant). ,2,Top Cow. ,1,1,3,,
6011,260,Battle of the Planets (Foil Variant). ,1,Top Cow. ,1,1,5,,
6012,34030,Battle of the Planets. ,10,Top Cow. ,1,1,2.2,,
6013,34032,Battle of the Planets. ,11,Top Cow. ,1,1,2.2,,
6014,34033,Battle of the Planets. ,12,Top Cow. ,1,1,2.2,,
6015,34026,Battle of the Planets. ,1a. ,Top Cow. ,1,1,2.5,,
6016,17560,Battle of the Planets. ,1b. ,Top Cow. ,1,1,2.5,,
6017,25006,Battle of the Planets. ,1c. ,Image. ,1,1,2.5,,
6018,34223,Battle of the Planets. ,1d. ,Image. ,1,1,2.5,,
6019,65167,Battle of the Planets. ,1H. ,Top Cow. ,1. Pat Lee Virgin Cover…,1,5,,
6020,34027,Battle of the Planets. ,2,Top Cow. ,1,1,2.5,,
6021,17562,Battle of the Planets. ,3,Top Cow. ,1,1,2,,
6022,313,Battle of the Planets. ,4,Top Cow. ,1,1,2,,
6023,34028,Battle of the Planets. ,6,Top Cow. ,1,1,2.2,,
6024,320,Battle of the Planets/Thundercats. ,1,Top Cow. ,1,1,4,,
6025,322,Battle of the Planets/Witchblade. ,1,Top Cow. ,1,1,4.5,,
6026,31929,Battle of the Planets: Battlebook. ,1,Top Cow. ,1,1,4,,
6027,33131,Battle Of The Planets: Classic Issues Vol.1,\N,\N,\N,1,13.99,,
6028,33130,Battle Of The Planets: Destroy All Monsters,\N,\N,\N,1,12.99,,
6029,301,Battle of the Planets: Manga. ,2,Top Cow. ,1,1,2.2,,
6030,305,Battle of the Planets: Manga. ,3,Top Cow. ,1,1,2.2,,
6031,299,Battle of the Planets: Mark. ,1,Top Cow. ,1,1,3.5,,
6032,307,Battle of the Planets: Princess. ,1,Top Cow. ,1,1,2.2,,
6033,309,Battle of the Planets: Princess. ,2,Top Cow. ,1,1,2.2,,
6034,310,Battle of the Planets: Princess. ,3,Top Cow. ,1,1,2.2,,
6035,311,Battle of the Planets: Princess. ,4,Top Cow. ,1,1,2.2,,
6036,316,Battle of the Planets: Princess. ,5,Top Cow. ,1,1,2.2,,
6037,317,Battle of the Planets: Princess. ,6,Top Cow. ,1,1,2.2,,
6038,33129,Battle Of The Planets: Trial by Fire,\N,\N,\N,1,5.75,,
6039,32694,Battle of the Planets: Zoltar,\N,\N,\N,1,39.99,,
6040,63871,Battle Pope Christmas Pope-tacular. ,1,Funk-O-Tron. ,1,1,3.65,,
6041,42357,Battle Pope Presents: Saint Michael. ,1,Funk-O-Tron. ,1,1,2,,
6042,5324,Battle Pope Presents: Saint Michael. ,3,Funk-O-Tron. ,1,1,2,,
6043,63869,Battle Pope Shorts. ,2,Funk-O-Tron. ,1,1,2,,
6044,63870,Battle Pope Shorts. ,2,Funk-O-Tron. ,1,1,2,,
6045,39888,Battle Pope. ,10,Image. ,1,1,2,,
6046,43706,Battle Pope. ,13,Image. ,1,1,2,,
6047,47415,Battle Pope. ,14,Image. ,1,1,2,,
6048,19564,Battle Pope. ,2,Image. ,1,1,2,,
6049,63867,Battle Pope. ,2,Funk-O-Tron. ,1,1,2,,
6050,33353,Battle Pope. ,3,Funk-O-Tron. ,1,1,2,,
6051,5302,Battle Pope. ,4,Funk-O-Tron. ,1,1,2,,
6052,33352,Battle Pope. ,5,Image. ,1,1,2,,
6053,35658,Battle Pope. ,6,Image. ,1,1,2,,
6054,38162,Battle Pope. ,8,Image. ,1,1,2,,
6055,37844,Battle Pope. ,9,Image. ,1,1,2,,
6056,63868,Battle Pope: Mayhem. ,2,Funk-O-Tron. ,1,1,2,,
6057,50851,Battle Pope: Wrath of God. ,1,Funk-O-Tron. ,1,1,2.35,,
6058,69742,Battle Scars. ,1,Marvel. ,1,1,2,,
6059,72235,Battle Scars. ,2,Marvel. ,1,1,2,,
6060,39513,"Battle Stations, Battle Stations!",\N,\N,\N,1,19.99,,
6061,2444,Battle Tide. ,3,Marvel. ,1,1,1,,
6062,34339,Battle Vixens Vol. 2,\N,\N,\N,1,6.5,,
6063,13861,Battleaxes. ,1,Vertigo. ,1,1,1.75,,
6064,13862,Battleaxes. ,2,Vertigo. ,1,1,1.75,,
6065,13863,Battleaxes. ,3,Vertigo. ,1,1,1.75,,
6066,13864,Battleaxes. ,4,Vertigo. ,1,1,1.75,,
6067,76871,Battlefields. ,3,Dynamite. ,2,1,3,,
6068,77208,Battlefields. ,4,Dynamite. ,2,1,3,,
6069,69606,Battlefields:  The Firefly and His Majesty. . ,4,Dynamite. ,1,1,2.65,,
6070,69605,Battlefields:  The Firefly and His Majesty. . ,5,Dynamite. ,1,1,2.65,,
6071,70252,Battlefields:  The Firefly and His Majesty. . ,6,Dynamite. ,1,1,2.65,,
6072,58499,Battlefields: Dear Billy. ,1,Dynamite. ,1,1,2.5,,
6073,59255,Battlefields: Dear Billy. ,1A. ,Dynamite. ,1. Garry Leach Variant Cover…,1,2.5,,
6074,60326,Battlefields: Dear Billy. ,2,Dynamite. ,1,1,2.5,,
6075,63857,Battlefields: Dear Billy. ,3,Dynamite. ,1,1,2.5,,
6076,63860,Battlefields: Happy Valley. ,1,Dynamite. ,1,1,2.5,,
6077,63859,Battlefields: Happy Valley. ,2,Dynamite. ,1,1,2.5,,
6078,63856,Battlefields: Happy Valley. ,3,Dynamite. ,1,1,2.5,,
6079,58464,Battlefields: Night Witches. ,1,Dynamite. ,1,1,2.5,,
6080,58465,Battlefields: Night Witches. ,1A. ,Dynamite. ,1,1,2.5,,
6081,57860,Battlefields: Night Witches. ,2,Dynamite. ,1,1,2.5,,
6082,58721,Battlefields: Night Witches. ,3,Dynamite. ,1,1,2.5,,
6083,63858,Battlefields: Tankies. ,2,Dynamite. ,1,1,2.5,,
6084,33127,Battlegods: Warriors of the Chaak,\N,\N,\N,1,14.99,,
6085,46337,Battler Britton Subtitle: Author: Garth Ennis Volume: 1 Format: Trade Paperback ,\N,null,\N,1,12.99,,
6086,38784,Battler Britton. ,1,WildStorm. ,1,1,2,,
6087,38700,Battler Britton. ,2,WildStorm. ,1,1,2,,
6088,41212,Battler Britton. ,3,WildStorm. ,1,1,2,,
6089,41152,Battler Britton. ,4,WildStorm. ,1,1,2,,
6090,41810,Battler Britton. ,5,WildStorm. ,1,1,2,,
6091,50033,Battlestar Galactica (Classic). ,4A. ,Dynamite Entertainment. ,1,1,2.4,,
6092,44048,Battlestar Galactica (Classic). ,2A. ,Dynamite Entertainment. ,1,1,2,,
6093,43375,Battlestar Galactica (Classic). ,1,Dynamite Entertainment. ,1,1,2,,
6094,43376,Battlestar Galactica (Classic). ,1A. ,Dynamite Entertainment. ,1,1,2,,
6095,44047,Battlestar Galactica (Classic). ,2,Dynamite Entertainment. ,1,1,2,,
6096,44045,Battlestar Galactica (Classic). ,3,Dynamite Entertainment. ,1,1,2,,
6097,44046,Battlestar Galactica (Classic). ,3A. ,Dynamite Entertainment. ,1,1,2,,
6098,51186,Battlestar Galactica (Classic). ,5,Dynamite Entertainment. ,1. Carlos Rafael …,1,2,,
6099,51185,Battlestar Galactica (Classic). ,5A. ,Dynamite Entertainment. ,1. Dave Dorman c…,1,2,,
6100,50902,Battlestar Galactica / Lone Ranger FCBD Flipbook. ,1,Dynamite Entertainment. ,…,1,1,,
6101,47976,Battlestar Galactica Classic:Saga of a Star World,\N,\N,\N,1,4.5,,
6102,50390,Battlestar Galactica. ,10,Dynamite Entertainment. ,1.  …,1,2,,
6103,47427,Battlestar Galactica. ,11,Marvel. ,1,1,1,,
6104,50684,Battlestar Galactica. ,11A. ,Dynamite. ,1. Joe Prado Cover…,1,2,,
6105,47426,Battlestar Galactica. ,19,Marvel. ,1,1,1,,
6106,47428,Battlestar Galactica. ,2,Marvel. ,1.  …,1,1,,
6107,43377,Battlestar Galactica. ,3F. ,Dynamite Entertainment. ,1. Pat Lee Limited Edition…,1,2,,
6108,44148,Battlestar Galactica. ,4C. ,Dynamite Entertainment. ,1.  …,1,2,,
6109,44150,Battlestar Galactica. ,5C. ,Dynamite Entertainment. ,1.  …,1,2,,
6110,44136,Battlestar Galactica. ,7,Dynamite Entertainment. ,1.  …,1,2,,
6111,9208,Battlestar Galactica. ,9,Marvel. ,1,1,1,,
6112,50031,Battlestar Galactica: Cylon Apocalypse. ,4,Dynamite Entertainment. ,1.  …,1,2.4,,
6113,50032,Battlestar Galactica: Cylon Apocalypse. ,4A. ,Dynamite Entertainment. ,1.  …,1,2.4,,
6114,63876,Battlestar Galactica: Cylon War. ,4,Dynamite Entertainment. ,1.  …,1,3,,
6115,55425,Battlestar Galactica: Origins. ,1,Dynamite Entertainment. ,1.  …,1,2,,
6116,57243,Battlestar Galactica: Origins. ,10A. ,Dynamite Entertainment. ,1.  …,1,2.35,,
6117,55426,Battlestar Galactica: Origins. ,1A. ,Dynamite Entertainment. ,1.  …,1,2,,
6118,55157,Battlestar Galactica: Origins. ,3,Dynamite Entertainment. ,1.  …,1,2,,
6119,55265,Battlestar Galactica: Origins. ,4,Dynamite Entertainment. ,1.  …,1,2,,
6120,55809,Battlestar Galactica: Origins. ,5,Dynamite Entertainment. ,1.  …,1,2,,
6121,63872,Battlestar Galactica: Origins. ,7A. ,Dynamite Entertainment. ,1.  …,1,2.35,,
6122,63873,Battlestar Galactica: Origins. ,7,Dynamite Entertainment. ,1.  …,1,2.35,,
6123,57244,Battlestar Galactica: Origins. ,9,Dynamite Entertainment. ,1.  …,1,2.35,,
6124,55649,Battlestar Galactica: Pegasus. ,1A. ,Dynamite Entertainment. ,1,1,3,,
6125,37244,Battlestar Galactica: Saga of a Star World,\N,\N,\N,1,14.99,,
6126,59427,Battlestar Galactica: Season Zero ,10,Dynamite Entertainment. ,1,1,2,,
6127,63875,Battlestar Galactica: Season Zero ,11,Dynamite Entertainment. ,1,1,2,,
6128,63874,Battlestar Galactica: Season Zero ,12,Dynamite Entertainment. ,1,1,2,,
6129,54805,Battlestar Galactica: Season Zero ,4,Dynamite Entertainment. ,1,1,2,,
6130,55264,Battlestar Galactica: Season Zero ,7A. ,Dynamite Entertainment. ,1. Stjepan Sej…,1,2,,
6131,56188,Battlestar Galactica: Season Zero ,8,Dynamite Entertainment. ,1,1,2,,
6132,56189,Battlestar Galactica: Season Zero ,9A. ,Dynamite Entertainment. ,1.  …,1,2,,
6133,36389,Battlestar Galactica: The Memory Machine,\N,\N,\N,1,14.99,,
6134,47852,Battlestar Galactica: Zarek. ,1,Dynamite Entertainment. ,1.  …,1,2,,
6135,47851,Battlestar Galactica: Zarek. ,2A. ,Dynamite Entertainment. ,1.  …,1,2,,
6136,79768,Battling Boy Author: Paul Pope Format: Paperback ,\N,null,\N,1,10.99,,
6137,75542,Batwing. ,0,DC. ,1,1,2,,
6138,73460,Batwing. ,10,DC. ,1,1,2,,
6139,74888,Batwing. ,12,DC. ,1,1,2,,
6140,75983,Batwing. ,13,DC. ,1,1,2,,
6141,76264,Batwing. ,14,DC. ,1,1,2,,
6142,76342,Batwing. ,15,DC. ,1,1,2,,
6143,76973,Batwing. ,16,DC. ,1,1,2,,
6144,76972,Batwing. ,17,DC. ,1,1,2,,
6145,77764,Batwing. ,18,DC. ,1,1,2,,
6146,77652,Batwing. ,19,DC. ,1,1,2,,
6147,69944,Batwing. ,2,DC. ,1,1,2,,
6148,77922,Batwing. ,21,DC. ,1,1,2,,
6149,78705,Batwing. ,22,DC. ,1,1,2,,
6150,79329,Batwing. ,23,DC. ,1,1,2,,
6151,79724,Batwing. ,24,DC. ,1,1,2,,
6152,80731,Batwing. ,25,DC. ,1,1,3,,
6153,80673,Batwing. ,26,DC. ,1,1,2,,
6154,72092,Batwing. ,3,DC. ,1,1,2,,
6155,73150,Batwing. ,8,DC. ,1,1,2,,
6156,80102,Batwing: Enemy of the State,\N,\N,\N,1,10.99,,
6157,73087,Batwing: The Lost Kingdom,\N,\N,\N,1,10.99,,
6158,73847,Batwoman. ,10,DC. ,1,1,2,,
6159,74859,Batwoman. ,11,DC. ,1,1,2,,
6160,75192,Batwoman. ,12,DC. ,1,1,2,,
6161,75893,Batwoman. ,13,DC. ,1,1,2,,
6162,76329,Batwoman. ,14,DC. ,1,1,2,,
6163,76689,Batwoman. ,15,DC. ,1,1,2,,
6164,77713,Batwoman. ,16,DC. ,1,1,2,,
6165,77714,Batwoman. ,17,DC. ,1,1,2,,
6166,77761,Batwoman. ,18,DC. ,1,1,2,,
6167,77779,Batwoman. ,19,DC. ,1,1,2,,
6168,70017,Batwoman. ,2,DC. ,1,1,2,,
6169,77744,Batwoman. ,20,DC. ,1,1,2,,
6170,78019,Batwoman. ,21,DC. ,1,1,2,,
6171,78943,Batwoman. ,22,DC. ,1,1,2,,
6172,79570,Batwoman. ,23,DC. ,1,1,2,,
6173,79988,Batwoman. ,24,DC. ,1,1,2,,
6174,80302,Batwoman. ,25,DC. ,1,1,3,,
6175,80974,Batwoman. ,26,DC. ,1,1,3,,
6176,70899,Batwoman. ,3,DC. ,1,1,2,,
6177,71625,Batwoman. ,4,DC. ,1,1,2,,
6178,71624,Batwoman. ,5,DC. ,1,1,2,,
6179,71558,Batwoman. ,6,DC. ,1,1,2,,
6180,72865,Batwoman. ,8,DC. ,1,1,2,,
6181,73848,Batwoman. ,9,DC. ,1,1,2,,
6182,75705,Batwoman. ,0,DC. ,2,1,2,,
6183,78386,Batwoman: World's Finest,\N,\N,\N,1,16.99,,
6184,324,Bay City Jive. ,1,WildStorm. ,1,1,2.2,,
6185,5424,Bay City Jive. ,2,WildStorm. ,1,1,1.5,,
6186,326,Bay City Jive. ,3,WildStorm. ,1,1,2.2,,
6187,59681,Bayou Vol 1.,\N,\N,\N,1,10.99,,
6188,35085,"Bayushi Shoju, Scorpion Champion",\N,\N,\N,1,3.5,,
6189,49267,Bazooka Jules. ,3,Com.X. ,1,1,2,,
6190,37936,Bear Subtitle: ImmortalAuthor: Jamie Smart Format: Trade Paperback. ,\N,null,\N,1,10.99,,
6191,328,Bear. ,2,Slave Labour Graphics. ,1,1,2.2,,
6192,329,Bear. ,3,Slave Labour Graphics. ,1,1,2.2,,
6193,331,Bear. ,5,Slave Labour Graphics. ,1,1,2.2,,
6194,13415,Bear. ,7,Slave Labour Graphics. ,1,1,2.2,,
6195,19565,Bear. ,8,Slave Labour Graphics. ,1,1,2.2,,
6196,33841,Bear. ,9,Slave Labour Graphics. ,1,1,2.2,,
6197,79042,Bearlands. ,1,Subversive. ,1,1,3,,
6198,42326,Beast,\N,\N,\N,1,5.99,,
6199,14585,Beast Boy. ,1,DC. ,1,1,2,,
6200,14588,Beast Boy. ,2,DC. ,1,1,2,,
6201,35342,Beastmen of the Wyld (3).,\N,\N,\N,1,10.5,,
6202,34976,Beastmen Woodcutters (3).,\N,\N,\N,1,11.99,,
6203,63796,Beasts of Burden: Animal Rites,\N,\N,\N,1,14.99,,
6204,63900,Beatrix. ,1,Vision Comics. ,1,1,1.5,,
6205,335,Beautiful Killer. ,1,Black Bull. ,1,1,2,,
6206,19566,Beautiful Stories for Ugly Children. ,1,Piranha Press. ,1,1,2.2,,
6207,19570,Beautiful Stories for Ugly Children. ,10,Piranha Press. ,1,1,2.2,,
6208,19571,Beautiful Stories for Ugly Children. ,12,Piranha Press. ,1,1,2.2,,
6209,19572,Beautiful Stories for Ugly Children. ,13,Piranha Press. ,1,1,2.2,,
6210,19573,Beautiful Stories for Ugly Children. ,15,Piranha Press. ,1,1,2.2,,
6211,45362,Beautiful Stories for Ugly Children. ,17,Piranha Press. ,1,1,2.2,,
6212,19567,Beautiful Stories for Ugly Children. ,2,Piranha Press. ,1,1,2.2,,
6213,45363,Beautiful Stories for Ugly Children. ,23,Piranha Press. ,1,1,2.2,,
6214,45364,Beautiful Stories for Ugly Children. ,25,Piranha Press. ,1,1,2.2,,
6215,45361,Beautiful Stories for Ugly Children. ,3,Piranha Press. ,1,1,2.2,,
6216,19568,Beautiful Stories for Ugly Children. ,7,Piranha Press. ,1,1,2.2,,
6217,19290,Beautiful Stories for Ugly Children: A Cotton Candy Autopsy. ,1. Volume…,Pirahna Press. ,\N,1,6,,
6218,19532,Beautiful Stories for Ugly Children: Arnold - Confessions of a Blood Junkie. ,\N,null,\N,1,1,,
6219,28030,Beavis and Butthead. ,1,Marvel. ,1,1,2,,
6220,78430,Bedlam. ,4,Image. ,1,1,2.65,,
6221,78429,Bedlam. ,5,Image. ,1,1,2.65,,
6222,78428,Bedlam. ,6,Image. ,1,1,2.65,,
6223,79623,Bedlam. ,8,Image. ,1,1,2.65,,
6224,30242,Before the Fantastic Four: Ben Grimm and Logan. ,2,Marvel. ,1,1,1.5,,
6225,30243,Before the Fantastic Four: Ben Grimm and Logan. ,3,Marvel. ,1,1,1.5,,
6226,47429,Before the Fantastic Four: Reed Richards. ,1,Marvel. ,1,1,1.75,,
6227,9755,Before the Fantastic Four: Reed Richards. ,2,Marvel. ,1,1,1.75,,
6228,56732,Before the Fantastic Four: Reed Richards. ,3,Marvel. ,1,1,1.75,,
6229,27260,Before the Fantastic Four: The Storms. ,1,Marvel. ,1,1,1.5,,
6230,15113,Before the Fantastic Four: The Storms. ,2,Marvel. ,1. Signed by Charlie Adlar…,1,4.99,,
6231,15002,Before the Fantastic Four: The Storms. ,3,Marvel. ,1. Signed by Charlie Adlar…,1,4.99,,
6232,74670,Before Watchmen: Comedian. ,1,DC. ,1,1,3,,
6233,76033,Before Watchmen: Comedian. ,2,DC. ,1,1,3,,
6234,77928,Before Watchmen: Comedian. ,3,DC. ,1,1,3,,
6235,77742,Before Watchmen: Dr. Manhattan. ,1,DC. ,1,1,3,,
6236,77927,Before Watchmen: Dr. Manhattan. ,2,DC. ,1,1,3,,
6237,75337,Before Watchmen: Minutemen. ,1,DC. ,1,1,3,,
6238,75193,Before Watchmen: Minutemen. ,2,DC. ,1,1,3,,
6239,76706,Before Watchmen: Minutemen. ,3,DC. ,1,1,3,,
6240,78297,Before Watchmen: Moloch. ,1,DC. ,1,1,3,,
6241,74760,Before Watchmen: Nite Owl. ,1,DC. ,1,1,3,,
6242,78298,Before Watchmen: Nite Owl. ,2,DC. ,1,1,3,,
6243,79300,Before Watchmen: Ozymandias Statue,\N,\N,\N,1,124.99,,
6244,74858,Before Watchmen: Ozymandias. ,1,DC. ,1,1,3,,
6245,77741,Before Watchmen: Ozymandias. ,2,DC. ,1,1,3,,
6246,74857,Before Watchmen: Rorschach. ,1,DC. ,1,1,3,,
6247,77740,Before Watchmen: Rorschach. ,3,DC. ,1,1,3,,
6248,74591,Before Watchmen: Silk Spectre. ,1,DC. ,1,1,3,,
6249,77655,Before Watchmen: Silk Spectre. ,2,DC. ,1,1,3,,
6250,77654,Before Watchmen: Silk Spectre. ,3,DC. ,1,1,3,,
6251,50682,Begoths. ,1,Bleeding Edge. ,1,1,2,,
6252,50683,Begoths. ,1,Bleeding Edge. ,1,1,2,,
6253,56416,Ben Templesmith's Art of Wormwood Collection Author: Ben Templesmith Format: Folio ,\N,null,\N,1,12.99,,
6254,55517,Beneath the Valley of the Rage (Robert Kurtzman's). . ,3,Fangoria. ,1,1,1.5,,
6255,341,Benzine. ,1,Antarctic Press. ,1,1,3,,
6256,342,Benzine. ,2,Antarctic Press. ,1,1,3,,
6257,343,Benzine. ,5,Antarctic Press. ,1,1,3,,
6258,34345,Beowulf,\N,\N,\N,1,6.99,,
6259,63894,Beowulf (Movie Adaptation). . ,1,IDW. ,1,1,2.65,,
6260,47986,Beowulf. ,3,Antarctic Press. ,1,1,2,,
6261,14590,Beowulf: Dragon Slayer. ,1,DC. ,1,1,6,,
6262,14591,Beowulf: Dragon Slayer. ,2,DC. ,1,1,4,,
6263,14593,Beowulf: Dragon Slayer. ,3,DC. ,1,1,4,,
6264,14786,Beowulf: Dragon Slayer. ,4,DC. ,1,1,4,,
6265,14594,Beowulf: Dragon Slayer. ,5,DC. ,1,1,4,,
6266,49592,Beowulf: Dragon Slayer. ,6,DC. ,1,1,4,,
6267,60154,Berserk. Volume: 30 Author: Kentaro Miura Format: Manga Digest ,\N,null,\N,1,10.5,,
6268,32812,Berserker Halflings from the Dungeon of Dragons,\N,\N,\N,1,14.99,,
6269,63886,Berserker. ,2,Top Cow. ,1,1,2,,
6270,70254,Berserker. ,4,Top Cow. ,1,1,3,,
6271,71295,Berserker. ,6A. ,Image. ,1,1,3,,
6272,50992,Beserk. Subtitle: Volume: 20 Author: Kentaro Miura Format: Trade Paperback ,\N,null,\N,1,8.99,,
6273,57484,Best New Manga Volume: 3 Author: Various Format: Trade Paperback. ,\N,null,\N,1,9.99,,
6274,58437,Best of Vampirella: The Morrison Miller Collection.,\N,\N,\N,1,18.99,,
6275,69360,Beta Ray Bill: Godhunter. ,2,Marvel. ,1,1,3,,
6276,345,Betta: Time Warrior. ,1,Immortal Comics. ,1,1,1.8,,
6277,63923,Betty Boop (Comic Strip Preserves). ,1,Blackthorne. ,1,1,3,,
6278,63887,Betty Boop in 3-D. ,1,Blackthorne. ,1,1,1.5,,
6279,63889,Betty by the Hour. ,5,Eros. ,1,1,2.5,,
6280,63888,Betty by the Hour. ,7,Eros. ,1,1,2.5,,
6281,77891,Beware the Creeper Author: Jason Hall Format:: Trade Paperback ,\N,null,\N,1,10.99,,
6282,51294,Beware the Creeper. ,1,Vertigo. ,1,1,2.2,,
6283,71592,Beware the Creeper. ,2,Vertigo. ,1,1,2.2,,
6284,71680,Beware the Creeper. ,3,Vertigo. ,1,1,2.2,,
6285,13865,Beware the Creeper. ,5,Vertigo. ,1,1,2.2,,
6286,13409,Beyond Avalon. ,2,Image. ,1,1,2.7,,
6287,38258,Beyond Avalon. ,3,Image. ,1,1,2.35,,
6288,66053,Beyond Wonderland,\N,\N,\N,1,18.99,,
6289,68711,Beyond Wonderland,\N,\N,\N,1,13.5,,
6290,52342,Beyond! Author: Dwayne McDuffie. Format: HTrade Paperback.. ,\N,null,\N,1,9.99,,
6291,38730,Beyond!. ,1,Marvel. ,1,1,2.2,,
6292,38362,Beyond!. ,2,Marvel. ,1,1,2.2,,
6293,40709,Beyond!. ,3,Marvel. ,1,1,2.2,,
6294,41111,Beyond!. ,4,Marvel. ,1,1,2.2,,
6295,41112,Beyond!. ,5,Marvel. ,1,1,2.2,,
6296,42384,Beyond!. ,6,Marvel. ,1,1,2.2,,
6297,47978,BFI Modern Classics - Blade Runner,\N,\N,\N,1,9.99,,
6298,26129,Biff Thundersaur. ,1,Innovation. ,1,1,1,,
6299,63885,Big Badz. ,1,Platinum Studios. ,1,1,2.65,,
6300,5447,Big Bang Comics.,31,Image.,2,1,2,,
6301,5458,Big Bang Comics.,32,Image.,2,1,2,,
6302,346,Big Black Kiss. ,1,Vortex Comics. ,1,1,2.5,,
6303,33133,"Big Book of Lethargic Lad, The",\N,\N,\N,1,10.5,,
6304,33134,"Big Book of Scandal, The",\N,\N,\N,1,10.5,,
6305,33136,"Big Book of Thugs, The",\N,\N,\N,1,10.99,,
6306,33141,Big Clay Pot,\N,\N,\N,1,9.99,,
6307,14595,Big Daddy Danger.,1,DC.,1,1,1.5,,
6308,14596,Big Daddy Danger.,1,DC.,1,1,1.5,,
6309,14597,Big Daddy Danger.,1,DC.,1,1,1.5,,
6310,14598,Big Daddy Danger.,1,DC.,1,1,1.5,,
6851,14599,Big Daddy Danger.,1,DC.,1,1,1.5,,
